"","MGI.ID","HGNC.ID","mp.description","GTEX.tissues","HPO.superclass.description","MP.Term","TS28.mutant.expression.detected","TPM >/= 0.1 TPM","TPM >/= 1 TPM"
"1179","MGI:88026","HGNC:494","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","small cerebellum","Yes","Yes","Yes"
"1180","MGI:88026","HGNC:494","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","small cerebellum","Yes","Yes","Yes"
"1181","MGI:88049","HGNC:600","liver/biliary system phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","Yes"
"1182","MGI:88049","HGNC:600","liver/biliary system phenotype","Colon - Transverse","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","No"
"1183","MGI:88049","HGNC:600","liver/biliary system phenotype","Esophagus - Muscularis","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","No"
"1184","MGI:88049","HGNC:600","liver/biliary system phenotype","Spleen","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","Yes"
"1185","MGI:88049","HGNC:600","liver/biliary system phenotype","Stomach","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","Yes"
"1186","MGI:88049","HGNC:600","liver/biliary system phenotype","Liver","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","Yes"
"1187","MGI:88049","HGNC:600","liver/biliary system phenotype","Pancreas","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","No"
"1188","MGI:88049","HGNC:600","liver/biliary system phenotype","Esophagus - Mucosa","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","No"
"1189","MGI:88049","HGNC:600","liver/biliary system phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","No"
"1190","MGI:88049","HGNC:600","liver/biliary system phenotype","Colon - Sigmoid","Abnormality of the digestive system","abnormal liver physiology","Yes","Yes","No"
"1191","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Breast - Mammary Tissue","Abnormality of the breast","decreased testis weight","Yes","Yes","Yes"
"1192","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Breast - Mammary Tissue","Abnormality of the breast","increased testis tumor incidence","Yes","Yes","Yes"
"1193","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Breast - Mammary Tissue","Abnormality of the breast","abnormal testis morphology","Yes","Yes","Yes"
"1194","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Breast - Mammary Tissue","Abnormality of the breast","testicular atrophy","Yes","Yes","Yes"
"1195","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Breast - Mammary Tissue","Abnormality of the breast","small testis","Yes","Yes","Yes"
"1196","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Pituitary","Abnormality of the endocrine system","increased testis tumor incidence","Yes","Yes","Yes"
"1197","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Adrenal Gland","Abnormality of the endocrine system","increased testis tumor incidence","Yes","Yes","Yes"
"1198","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Thyroid","Abnormality of the endocrine system","increased testis tumor incidence","Yes","Yes","Yes"
"1199","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Pituitary","Abnormality of the endocrine system","abnormal testis morphology","Yes","Yes","Yes"
"1200","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Adrenal Gland","Abnormality of the endocrine system","abnormal testis morphology","Yes","Yes","Yes"
"1201","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Thyroid","Abnormality of the endocrine system","abnormal testis morphology","Yes","Yes","Yes"
"1202","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Pituitary","Abnormality of the endocrine system","testicular atrophy","Yes","Yes","Yes"
"1203","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Adrenal Gland","Abnormality of the endocrine system","testicular atrophy","Yes","Yes","Yes"
"1204","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Thyroid","Abnormality of the endocrine system","testicular atrophy","Yes","Yes","Yes"
"1205","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Pituitary","Abnormality of the endocrine system","small testis","Yes","Yes","Yes"
"1206","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Adrenal Gland","Abnormality of the endocrine system","small testis","Yes","Yes","Yes"
"1207","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Thyroid","Abnormality of the endocrine system","small testis","Yes","Yes","Yes"
"1208","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Pituitary","Abnormality of the endocrine system","decreased testis weight","Yes","Yes","Yes"
"1209","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Adrenal Gland","Abnormality of the endocrine system","decreased testis weight","Yes","Yes","Yes"
"1210","MGI:88064","HGNC:644","endocrine/exocrine gland phenotype","Thyroid","Abnormality of the endocrine system","decreased testis weight","Yes","Yes","Yes"
"1211","MGI:88064","HGNC:644","reproductive system phenotype","Uterus","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1212","MGI:88064","HGNC:644","reproductive system phenotype","Testis","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1213","MGI:88064","HGNC:644","reproductive system phenotype","Bladder","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1214","MGI:88064","HGNC:644","reproductive system phenotype","Prostate","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1215","MGI:88064","HGNC:644","reproductive system phenotype","Ovary","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1216","MGI:88064","HGNC:644","reproductive system phenotype","Vagina","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1217","MGI:88064","HGNC:644","reproductive system phenotype","Fallopian Tube","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1218","MGI:88064","HGNC:644","reproductive system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1219","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1220","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","abnormal testis morphology","Yes","Yes","Yes"
"1221","MGI:88064","HGNC:644","reproductive system phenotype","Uterus","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1222","MGI:88064","HGNC:644","reproductive system phenotype","Testis","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1223","MGI:88064","HGNC:644","reproductive system phenotype","Bladder","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1224","MGI:88064","HGNC:644","reproductive system phenotype","Prostate","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1225","MGI:88064","HGNC:644","reproductive system phenotype","Ovary","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1226","MGI:88064","HGNC:644","reproductive system phenotype","Vagina","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1227","MGI:88064","HGNC:644","reproductive system phenotype","Fallopian Tube","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1228","MGI:88064","HGNC:644","reproductive system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1229","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1230","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","decreased testis weight","Yes","Yes","Yes"
"1231","MGI:88064","HGNC:644","reproductive system phenotype","Uterus","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1232","MGI:88064","HGNC:644","reproductive system phenotype","Testis","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1233","MGI:88064","HGNC:644","reproductive system phenotype","Bladder","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1234","MGI:88064","HGNC:644","reproductive system phenotype","Prostate","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1235","MGI:88064","HGNC:644","reproductive system phenotype","Ovary","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1236","MGI:88064","HGNC:644","reproductive system phenotype","Vagina","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1237","MGI:88064","HGNC:644","reproductive system phenotype","Fallopian Tube","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1238","MGI:88064","HGNC:644","reproductive system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1239","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1240","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","small testis","Yes","Yes","Yes"
"1241","MGI:88064","HGNC:644","reproductive system phenotype","Uterus","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1242","MGI:88064","HGNC:644","reproductive system phenotype","Testis","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1243","MGI:88064","HGNC:644","reproductive system phenotype","Bladder","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1244","MGI:88064","HGNC:644","reproductive system phenotype","Prostate","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1245","MGI:88064","HGNC:644","reproductive system phenotype","Ovary","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1246","MGI:88064","HGNC:644","reproductive system phenotype","Vagina","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1247","MGI:88064","HGNC:644","reproductive system phenotype","Fallopian Tube","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1248","MGI:88064","HGNC:644","reproductive system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1249","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1250","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","increased testis tumor incidence","Yes","Yes","Yes"
"1251","MGI:88064","HGNC:644","reproductive system phenotype","Uterus","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1252","MGI:88064","HGNC:644","reproductive system phenotype","Testis","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1253","MGI:88064","HGNC:644","reproductive system phenotype","Bladder","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1254","MGI:88064","HGNC:644","reproductive system phenotype","Prostate","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1255","MGI:88064","HGNC:644","reproductive system phenotype","Ovary","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1256","MGI:88064","HGNC:644","reproductive system phenotype","Vagina","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1257","MGI:88064","HGNC:644","reproductive system phenotype","Fallopian Tube","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1258","MGI:88064","HGNC:644","reproductive system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1259","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1260","MGI:88064","HGNC:644","reproductive system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","testicular atrophy","Yes","Yes","Yes"
"1261","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","pale liver","No","Yes","No"
"1262","MGI:88070","HGNC:663","liver/biliary system phenotype","Pancreas","Abnormality of the digestive system","pale liver","No","Yes","No"
"1263","MGI:88070","HGNC:663","liver/biliary system phenotype","Spleen","Abnormality of the digestive system","pale liver","No","Yes","Yes"
"1264","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Mucosa","Abnormality of the digestive system","pale liver","No","Yes","No"
"1265","MGI:88070","HGNC:663","liver/biliary system phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","pale liver","No","Yes","No"
"1266","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Muscularis","Abnormality of the digestive system","pale liver","No","Yes","No"
"1267","MGI:88070","HGNC:663","liver/biliary system phenotype","Liver","Abnormality of the digestive system","pale liver","No","Yes","Yes"
"1268","MGI:88070","HGNC:663","liver/biliary system phenotype","Colon - Transverse","Abnormality of the digestive system","pale liver","No","Yes","No"
"1269","MGI:88070","HGNC:663","liver/biliary system phenotype","Colon - Sigmoid","Abnormality of the digestive system","pale liver","No","Yes","No"
"1270","MGI:88070","HGNC:663","liver/biliary system phenotype","Stomach","Abnormality of the digestive system","pale liver","No","Yes","No"
"1271","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1272","MGI:88070","HGNC:663","liver/biliary system phenotype","Pancreas","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1273","MGI:88070","HGNC:663","liver/biliary system phenotype","Spleen","Abnormality of the digestive system","abnormal liver morphology","No","Yes","Yes"
"1274","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Mucosa","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1275","MGI:88070","HGNC:663","liver/biliary system phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1276","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Muscularis","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1277","MGI:88070","HGNC:663","liver/biliary system phenotype","Liver","Abnormality of the digestive system","abnormal liver morphology","No","Yes","Yes"
"1278","MGI:88070","HGNC:663","liver/biliary system phenotype","Colon - Transverse","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1279","MGI:88070","HGNC:663","liver/biliary system phenotype","Colon - Sigmoid","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1280","MGI:88070","HGNC:663","liver/biliary system phenotype","Stomach","Abnormality of the digestive system","abnormal liver morphology","No","Yes","No"
"1281","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1282","MGI:88070","HGNC:663","liver/biliary system phenotype","Pancreas","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1283","MGI:88070","HGNC:663","liver/biliary system phenotype","Spleen","Abnormality of the digestive system","enlarged liver","No","Yes","Yes"
"1284","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Mucosa","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1285","MGI:88070","HGNC:663","liver/biliary system phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1286","MGI:88070","HGNC:663","liver/biliary system phenotype","Esophagus - Muscularis","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1287","MGI:88070","HGNC:663","liver/biliary system phenotype","Liver","Abnormality of the digestive system","enlarged liver","No","Yes","Yes"
"1288","MGI:88070","HGNC:663","liver/biliary system phenotype","Colon - Transverse","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1289","MGI:88070","HGNC:663","liver/biliary system phenotype","Colon - Sigmoid","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1290","MGI:88070","HGNC:663","liver/biliary system phenotype","Stomach","Abnormality of the digestive system","enlarged liver","No","Yes","No"
"1291","MGI:88121","HGNC:894","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","Yes"
"1292","MGI:88121","HGNC:894","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","No","No"
"1293","MGI:88121","HGNC:894","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1294","MGI:88121","HGNC:894","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1295","MGI:88121","HGNC:894","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1296","MGI:88121","HGNC:894","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1297","MGI:88121","HGNC:894","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1298","MGI:88121","HGNC:894","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1299","MGI:88121","HGNC:894","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1300","MGI:88121","HGNC:894","nervous system phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1301","MGI:88121","HGNC:894","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1302","MGI:88121","HGNC:894","nervous system phenotype","Pituitary","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1303","MGI:88121","HGNC:894","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1304","MGI:88121","HGNC:894","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1305","MGI:88121","HGNC:894","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","abnormal hypothalamus physiology","Yes","Yes","No"
"1306","MGI:88121","HGNC:894","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","Yes"
"1307","MGI:88121","HGNC:894","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","No","No"
"1308","MGI:88121","HGNC:894","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1309","MGI:88121","HGNC:894","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1310","MGI:88121","HGNC:894","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1311","MGI:88121","HGNC:894","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1312","MGI:88121","HGNC:894","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1313","MGI:88121","HGNC:894","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1314","MGI:88121","HGNC:894","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1315","MGI:88121","HGNC:894","nervous system phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1316","MGI:88121","HGNC:894","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1317","MGI:88121","HGNC:894","nervous system phenotype","Pituitary","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1318","MGI:88121","HGNC:894","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1319","MGI:88121","HGNC:894","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1320","MGI:88121","HGNC:894","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","abnormal hypothalamus morphology","Yes","Yes","No"
"1321","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","No"
"1322","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","No"
"1323","MGI:88145","HGNC:1033","nervous system phenotype","Pituitary","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1324","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","No"
"1325","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1326","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","decreased hippocampus volume","Yes","No","No"
"1327","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1328","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1329","MGI:88145","HGNC:1033","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","No"
"1330","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1331","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1332","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","decreased hippocampus volume","Yes","No","No"
"1333","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1334","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","decreased hippocampus volume","Yes","Yes","Yes"
"1335","MGI:88145","HGNC:1033","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","decreased hippocampus volume","Yes","No","No"
"1336","MGI:88177","HGNC:1069","growth/size/body region phenotype","Muscle - Skeletal","Abnormality of the skeletal system","decreased embryo size","Yes","Yes","Yes"
"1337","MGI:88180","HGNC:1071","growth/size/body region phenotype","Muscle - Skeletal","Abnormality of the skeletal system","abnormal head mesenchyme morphology","Yes","Yes","Yes"
"1338","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1339","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1340","MGI:88252","HGNC:1455","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1341","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1342","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1343","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1344","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1345","MGI:88252","HGNC:1455","nervous system phenotype","Pituitary","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1346","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1347","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1348","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1349","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1350","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1351","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1352","MGI:88252","HGNC:1455","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"1353","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1354","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1355","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1356","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1357","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1358","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1359","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1360","MGI:88253","HGNC:1382","nervous system phenotype","Pituitary","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1361","MGI:88253","HGNC:1382","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1362","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1363","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1364","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1365","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
"1366","MGI:88253","HGNC:1382","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","abnormal cerebellum morphology","Yes","Yes","Yes"
